 layer     x     y   occupancy           %    capacity
     0     5    43          67      42.949         156
     0     5    44          67      42.949         156
     0     5    45          72      46.154         156
     0     5    46          79      50.641         156
     0     5    47          84      53.846         156
     0     5    48          92      58.974         156
     0     5    49          91      58.333         156
     0     5    50          86      55.128         156
     0     5    51          91      58.333         156
     0     5    52          87      55.769         156
     0     5    53          86      55.128         156
     0     5    54          83      53.205         156
     0     5    55          72      46.154         156
     0     5    56          59      37.821         156
     0     5    57          49      31.410         156
     0     5    58          52      33.333         156
     0     5    59          58      37.179         156
     0     5    60          62      39.744         156
     0     5    61          78      50.000         156
     0     5    62          72      46.154         156
     0     5    63          74      47.436         156
     0     5    64          84      53.846         156
     0     5    65          77      49.359         156
     0     5    66          75      48.077         156
     0     5    67          66      42.308         156
     0     5    68          60      38.462         156
     0     5    69          60      38.462         156
     0     5    70          62      39.744         156
     0     5    71          65      41.667         156
     0     5    72          64      41.026         156
     0     5    73          57      36.538         156
     0     5    74          49      31.410         156
     0     5    75          50      32.051         156
     0     5    76          40      25.641         156
     0     5    77          37      23.718         156
     0     5    78          31      19.872         156
     0     5    79          19      12.179         156
     0     5    80          21      13.462         156
     0     5    81          27      17.308         156
     0     5    82          25      16.026         156
     0     5    83          21      13.462         156
     0     5    84          14       8.974         156
     0     5    85           1       0.641         156
     0     5    86           1       0.641         156
     0     5    87           0       0.000         156
     0     5    88           0       0.000         156
     0     5    89           0       0.000         156
     0     5    90           0       0.000         156
     0     5    91           0       0.000         156
     0     5    92           0       0.000         156
     0     5    93           0       0.000         156
     0     5    94           0       0.000         156
     0     5    95           0       0.000         156
     0     5    96           0       0.000         156
     0     5    97           0       0.000         156
     0     5    98           0       0.000         156
     0     5    99           0       0.000         156
     0     5   100           0       0.000         156
     0     5   101           0       0.000         156
     0     5   102           0       0.000         156
     0     5   103           0       0.000         156
     0     5   104           0       0.000         156
     0     5   105           0       0.000         156
     0     5   106           0       0.000         156
     0     5   107           0       0.000         156
     0     5   108           0       0.000         156
     0     5   109           0       0.000         156
     0     5   110           0       0.000         156
     0     5   111           0       0.000         156
     0     5   112           0       0.000         156
     0     5   113           0       0.000         156
     0     5   114           0       0.000         156
     0     5   115           0       0.000           0
     0     6     0           0       0.000           0
     0     6     1           1       0.641         156
     0     6     2           1       0.641         156
     0     6     3           1       0.641         156
     0     6     4           1       0.641         156
